lake_id
10081
10100
10102
10247
10250
10216
10217
10219
10206
10222
10223
10225
10263
10267
10268
10269
10230
10198
10272
10276
10277
10302
10319
10475
10476
10477
10329
10330
10423
10064
10090
10274
10278
10279
10284
10311
10314
10315
10316
10326
10346
