ID	LakeID	SampleDate	CageNumber	AnimalNumber	GosnerStage	TotalWeight	BagWeight	TadpoleWeight	TailCondition	comments
129	10102	15-Jul-09	1	1	37	15.4	7.2	8.2	na	na
130	10102	15-Jul-09	1	2	38	14.9	7.3	7.6	na	na
131	10102	15-Jul-09	1	3	31	10.2	7.6	2.6	na	na
132	10102	15-Jul-09	1	4	35	11.4	7.6	3.8	na	na
133	10102	15-Jul-09	1	5	31	11	7.8	3.2	na	na
134	10102	15-Jul-09	1	6	31	10.5	7.9	2.6	na	na
135	10102	15-Jul-09	1	7	34	10.6	7.7	2.9	na	na
136	10102	15-Jul-09	1	8	35	10.7	7.5	3.2	na	na
137	10102	15-Jul-09	1	9	34	10.9	7.8	3.1	na	na
138	10102	15-Jul-09	1	10	35	11.1	7.6	3.5	na	na
248	10102	15-Jul-09	1	11	33	11.6	7.5	4.1	na	na
249	10102	15-Jul-09	1	12	35	11.2	8.2	3	na	na
250	10102	15-Jul-09	1	13	32	11	8.1	2.9	na	na
251	10102	15-Jul-09	1	14	37	15.5	8	7.5	na	na
252	10102	15-Jul-09	1	15	37	15.1	8	7.1	na	na
253	10102	15-Jul-09	1	16	35	10.9	8.2	2.7	na	na
254	10102	15-Jul-09	1	17	35	11.4	8.2	3.2	na	na
255	10102	15-Jul-09	1	18	32	11	8.3	2.7	na	na
256	10102	15-Jul-09	1	19	37	16.1	8.3	7.8	na	na
257	10102	15-Jul-09	1	20	35	11.6	8.2	3.4	na	na
139	10102	15-Jul-09	2	1	31	10.5	7.3	3.2	na	na
140	10102	15-Jul-09	2	2	35	11	7.3	3.7	na	na
141	10102	15-Jul-09	3	1	31	9.7	6.8	2.9	na	na
142	10102	15-Jul-09	3	2	34	10.1	6.6	3.5	na	na
143	10102	15-Jul-09	6	1	36	11.2	7.7	3.5	na	na
144	10102	15-Jul-09	6	2	35	11.6	8.2	3.4	na	na
145	10102	15-Jul-09	6	3	35	11.5	8.2	3.3	na	na
146	10102	15-Jul-09	6	4	32	11.4	8.5	2.9	na	na
147	10102	15-Jul-09	6	5	35	12	8.2	3.8	na	na
148	10102	15-Jul-09	6	6	31	11.2	8.6	2.6	na	na
149	10102	15-Jul-09	6	7	35	11.8	8.5	3.3	na	na
150	10102	15-Jul-09	6	8	30	10.7	8.3	2.4	na	na
151	10102	15-Jul-09	6	9	35	12.1	8.9	3.2	na	na
152	10102	15-Jul-09	6	10	31	11.5	8.5	3	na	na
153	10102	15-Jul-09	6	11	36	11.3	8.2	3.1	na	na
154	10102	15-Jul-09	6	12	35	12.9	9	3.9	na	na
155	10102	15-Jul-09	6	13	38	15.2	9	6.2	na	na
156	10102	15-Jul-09	6	14	35	12.4	8.6	3.8	na	na
157	10102	15-Jul-09	6	15	37	14	8.7	5.3	na	na
158	10102	15-Jul-09	6	16	34	11.8	8.5	3.3	na	na
159	10102	15-Jul-09	6	17	31	11.6	8.5	3.1	na	na
160	10102	15-Jul-09	6	18	37	15.2	8.4	6.8	na	na
161	10102	15-Jul-09	6	19	35	11.6	8.1	3.5	na	na
162	10102	15-Jul-09	6	20	31	10.9	8	2.9	na	na
163	10102	15-Jul-09	7	1	31	11.5	8.9	2.6	na	na
164	10102	15-Jul-09	7	2	35	11.3	8.2	3.1	na	na
165	10102	15-Jul-09	8	1	29	10.5	8.1	2.4	na	na
166	10102	15-Jul-09	8	2	29	10.5	8.2	2.3	na	na
167	10102	15-Jul-09	8	3	37	15.2	8.8	6.4	na	na
168	10102	15-Jul-09	8	4	37	15.3	9.2	6.1	na	na
169	10102	15-Jul-09	8	5	31	11.9	9	2.9	na	na
170	10102	15-Jul-09	8	6	34	12.8	9.4	3.4	na	na
171	10102	15-Jul-09	8	7	35	12.4	9.4	3	na	na
172	10102	15-Jul-09	8	8	34	12.2	9.4	2.8	na	na
173	10102	15-Jul-09	8	9	32	12.4	9.1	3.3	na	na
174	10102	15-Jul-09	8	10	32	12.2	9.1	3.1	na	na
175	10102	15-Jul-09	9	1	38	14.3	8	6.3	na	na
176	10102	15-Jul-09	9	2	35	11.4	8.2	3.2	na	na
177	10102	15-Jul-09	9	3	32	11.5	8.4	3.1	na	na
178	10102	15-Jul-09	9	4	36	12.5	8.6	3.9	na	na
179	10102	15-Jul-09	9	5	37	13.8	8.3	5.5	na	na
180	10102	15-Jul-09	9	6	34	11	8.2	2.8	na	na
181	10102	15-Jul-09	9	7	38	14.1	8	6.1	na	na
182	10102	15-Jul-09	9	8	36	13.8	11.1	2.7	na	na
183	10102	15-Jul-09	9	9	36	12.6	9.1	3.5	na	na
184	10102	15-Jul-09	9	10	35	12.2	8.5	3.7	na	na
185	10102	15-Jul-09	9	11	37	15	8.6	6.4	na	na
186	10102	15-Jul-09	9	12	32	11.1	8.5	2.6	na	na
187	10102	15-Jul-09	9	13	31	11.3	8.2	3.1	na	na
188	10102	15-Jul-09	9	14	36	12.1	8.2	3.9	na	na
189	10102	15-Jul-09	9	15	35	11.4	8.1	3.3	na	na
190	10102	15-Jul-09	9	16	35	11.4	8.1	3.3	na	na
191	10102	15-Jul-09	9	17	31	10.8	8.3	2.5	na	na
192	10102	15-Jul-09	9	18	30	11.1	8.2	2.9	na	na
193	10102	15-Jul-09	9	19	33	11.2	8.1	3.1	na	na
194	10102	15-Jul-09	9	20	32	11	8.3	2.7	na	na
195	10102	15-Jul-09	10	1	31	9.6	7	2.6	na	na
196	10102	15-Jul-09	10	2	35	10.2	7	3.2	na	na
197	10102	15-Jul-09	10	3	31	9.8	7.9	1.9	na	na
198	10102	15-Jul-09	10	4	34	10.8	7.3	3.5	na	na
199	10102	15-Jul-09	10	5	31	9.4	7.2	2.2	na	na
200	10102	15-Jul-09	10	6	31	10.2	6.7	3.5	na	na
201	10102	15-Jul-09	10	7	37	12.7	6.9	5.8	na	na
202	10102	15-Jul-09	10	8	35	10.5	7.1	3.4	na	na
203	10102	15-Jul-09	10	9	35	10.8	7.2	3.6	na	na
204	10102	15-Jul-09	10	10	35	10.3	7.1	3.2	na	na
205	10102	15-Jul-09	10	11	35	10.5	7.1	3.4	na	na
206	10102	15-Jul-09	10	12	35	10.3	7.3	3	na	na
207	10102	15-Jul-09	10	13	37	12.8	7	5.8	na	na
208	10102	15-Jul-09	10	14	31	10.3	6.9	3.4	na	na
209	10102	15-Jul-09	10	15	32	10.1	7	3.1	na	na
210	10102	15-Jul-09	10	16	36	10.5	7	3.5	na	na
211	10102	15-Jul-09	10	17	36	10.7	6.9	3.8	na	na
212	10102	15-Jul-09	10	18	30	9.8	7	2.8	na	na
213	10102	15-Jul-09	10	19	31	9.6	6.8	2.8	na	na
214	10102	15-Jul-09	10	20	36	10.3	7.1	3.2	na	na
215	10102	15-Jul-09	12	1	36	11.2	7.4	3.8	na	na
216	10102	15-Jul-09	12	2	31	8.7	7.2	1.5	na	na
217	10102	15-Jul-09	12	3	38	11.4	7.2	4.2	na	na
218	10102	15-Jul-09	12	4	36	11.3	7.3	4	na	na
219	10102	15-Jul-09	12	5	35	10.8	7.1	3.7	na	na
220	10102	15-Jul-09	12	6	29	9.2	7.1	2.1	na	na
221	10102	15-Jul-09	12	7	33	10.7	7.1	3.6	na	na
222	10102	15-Jul-09	12	8	33	11.1	7.1	4	na	na
223	10102	15-Jul-09	12	9	35	11.5	7.4	4.1	na	na
224	10102	15-Jul-09	12	10	35	11.2	7.3	3.9	na	na
225	10102	15-Jul-09	13	1	31	10	7.4	2.6	na	na
226	10102	15-Jul-09	13	2	36	10.1	7.4	2.7	na	na
227	10102	15-Jul-09	14	1	36	11.1	7.2	3.9	na	na
228	10102	15-Jul-09	14	2	35	9.8	7	2.8	na	na
229	10102	15-Jul-09	14	3	31	9.4	6.8	2.6	na	na
230	10102	15-Jul-09	14	4	35	10.3	7	3.3	na	na
231	10102	15-Jul-09	14	5	34	9.8	6.9	2.9	na	na
232	10102	15-Jul-09	14	6	35	10.3	7.2	3.1	na	na
233	10102	15-Jul-09	14	7	36	11.2	7.1	4.1	na	na
234	10102	15-Jul-09	14	8	32	10	7.2	2.8	na	na
235	10102	15-Jul-09	14	9	36	11.2	7.2	4	na	na
236	10102	15-Jul-09	14	10	37	11.8	7.2	4.6	na	na
238	10102	15-Jul-09	17	1	36	10.6	6.8	3.8	na	na
239	10102	15-Jul-09	17	2	32	10.6	7.3	3.3	na	na
240	10102	15-Jul-09	17	3	31	10	7.4	2.6	na	na
241	10102	15-Jul-09	17	4	31	10.2	7.1	3.1	na	na
242	10102	15-Jul-09	17	5	32	10.8	7.3	3.5	na	na
243	10102	15-Jul-09	17	6	31	10.1	7.6	2.5	na	na
244	10102	15-Jul-09	17	7	30	9.4	7.5	1.9	na	na
245	10102	15-Jul-09	17	8	31	11.1	7.7	3.4	na	na
246	10102	15-Jul-09	17	9	31	11.2	8.1	3.1	na	na
247	10102	15-Jul-09	17	10	36	11.9	8.3	3.6	na	na
258	10102	1-Aug-09	1	1	41	7.3	2.1	5.2	na	na
259	10102	1-Aug-09	1	2	34	4.2	2.3	1.9	na	na
260	10102	1-Aug-09	1	3	39	7.7	3.9	3.8	na	na
261	10102	1-Aug-09	1	4	35	5	2.2	2.8	na	na
277	10102	1-Aug-09	1	5	39	8.2	2.5	5.7	na	na
262	10102	1-Aug-09	1	6	41	7.5	2.5	5	na	na
263	10102	1-Aug-09	1	7	31	4.5	2.5	2	na	na
264	10102	1-Aug-09	1	8	41	8.6	2.4	6.2	na	na
265	10102	1-Aug-09	1	9	35	4.7	2.6	2.1	na	na
266	10102	1-Aug-09	1	10	35	4.9	2.3	2.6	na	na
267	10102	1-Aug-09	1	11	32	4.3	2.2	2.1	na	na
268	10102	1-Aug-09	1	12	34	4.8	2.3	2.5	na	na
269	10102	1-Aug-09	1	13	35	4.6	2.3	2.3	na	na
270	10102	1-Aug-09	1	14	34	4.1	1.9	2.2	short	na
271	10102	1-Aug-09	1	15	35	4.3	2	2.3	na	na
272	10102	1-Aug-09	1	16	36	5.3	2.9	2.4	na	na
273	10102	1-Aug-09	1	17	35	4.6	2.3	2.3	na	na
274	10102	1-Aug-09	1	18	35	4.4	2.4	2	na	na
275	10102	1-Aug-09	1	19	33	4.4	2.3	2.1	na	na
276	10102	1-Aug-09	1	20	34	4.1	2.1	2	na	na
490	10102	23-Aug-09	0	1	28	4.9	2.5	2.4	na	#1  FORM preserved
491	10102	23-Aug-09	0	2	31	5.2	2.4	2.8	ragged tail	na
492	10102	23-Aug-09	0	3	31	5.1	2.3	2.8	tail tip missing	#2  FORM preserved
493	10102	23-Aug-09	0	4	34	6.6	3	3.6	na	#3  FORM preserved
494	10102	23-Aug-09	0	5	32	6.3	2.6	3.7	ragged tail	#4  FORM preserved
495	10102	23-Aug-09	0	6	31	4.7	2.4	2.3	ragged tail	na
496	10102	23-Aug-09	0	7	34	6.8	3.2	3.6	short tail	na
497	10102	23-Aug-09	0	8	36	9.6	2.8	6.8	na	#5  FORM preserved
498	10102	23-Aug-09	0	9	37	7.4	2.5	4.9	na	#6  FORM preserved
499	10102	23-Aug-09	0	10	37	8.8	2.3	6.5	na	#7  FORM Preserved
500	10102	23-Aug-09	0	11	39	11.4	2.6	8.8	na	#8  FROM preserved
501	10102	23-Aug-09	0	12	41	13.8	2.5	11.3	na	#9  FORM preserved
502	10102	23-Aug-09	0	13	35	8.2	2.5	5.7	na	#10 FORm preserved
503	10102	23-Aug-09	0	14	41	14.2	2.4	11.8	na	na
504	10102	23-Aug-09	0	15	35	7.4	2.5	4.9	na	na
505	10102	23-Aug-09	0	16	40	12.6	2.6	10	na	na
506	10102	23-Aug-09	0	17	38	9	2.4	6.6	na	na
507	10102	23-Aug-09	0	18	36	7.9	2.8	5.1	na	na
508	10102	23-Aug-09	0	19	30	5.6	2.5	3.1	na	na
509	10102	23-Aug-09	0	20	35	6.7	2.4	4.3	na	na
510	10102	23-Aug-09	0	21	35	7.2	2.4	4.8	na	na
511	10102	23-Aug-09	0	22	34	6.4	2.3	4.1	na	na
512	10102	23-Aug-09	0	23	37	7.3	2.3	5	na	na
513	10102	23-Aug-09	0	24	38	8.8	3	5.8	na	na
514	10102	23-Aug-09	0	25	26	3.2	2.5	0.7	na	na
515	10102	23-Aug-09	0	26	38	8.6	2.5	6.1	na	na
516	10102	23-Aug-09	0	27	36	7.5	2.4	5.1	na	na
517	10102	23-Aug-09	0	28	26	3.1	2.6	0.5	na	na
518	10102	23-Aug-09	0	29	41	13.4	2.4	11	na	na
519	10102	23-Aug-09	0	30	37	8.7	2.5	6.2	na	na
520	10102	23-Aug-09	1	1	33	3.4	1.5	1.9	na	na
521	10102	23-Aug-09	1	2	37	5.4	1.6	3.8	na	na
522	10102	23-Aug-09	1	3	38	4.8	2.2	2.6	na	na
523	10102	23-Aug-09	1	4	36	5	2.2	2.8	na	na
