ID	LakeID	SampleDate	CageNumber	AnimalNumber	GosnerStage	TotalWeight	BagWeight	TadpoleWeight	TailCondition	comments
376	10475	12-Aug-09	2	14	29	3.2	2	1.2	na	na
377	10475	12-Aug-09	2	15	29	2.9	2	0.9	na	na
378	10475	12-Aug-09	2	16	29	3.2	2	1.2	na	na
379	10475	12-Aug-09	2	17	30	3.3	2	1.3	na	na
380	10475	12-Aug-09	2	18	29	2.8	2.1	0.7	na	na
381	10475	12-Aug-09	2	19	29	2.9	2	0.9	na	na
382	10475	12-Aug-09	2	20	29	2.9	2	0.9	na	na
383	10475	12-Aug-09	2	101	32	4.4	2	2.4	na	na
384	10475	12-Aug-09	2	102	31	4	2	2	na	na
385	10475	12-Aug-09	2	103	30	3.8	2	1.8	na	na
386	10475	12-Aug-09	2	104	31	4.7	2	2.7	na	na
387	10475	12-Aug-09	2	105	30	4	2	2	na	na
388	10475	12-Aug-09	2	106	30	4.1	2	2.1	na	na
389	10475	12-Aug-09	3	1	39	6	1.9	4.1	na	na
390	10475	12-Aug-09	3	2	32	3.8	1.9	1.9	na	na
391	10475	12-Aug-09	3	101	31	4	2	2	na	na
300	10475	12-Aug-09	4	1	37	7.4	3	4.4	na	na
301	10475	12-Aug-09	4	2	33	4.6	2.8	1.8	na	na
302	10475	12-Aug-09	4	101	32	5.2	2.6	2.6	na	na
303	10475	12-Aug-09	5	1	41	6.6	2.7	3.9	na	na
304	10475	12-Aug-09	5	2	41	7.3	2.5	4.8	na	na
305	10475	12-Aug-09	5	3	38	7.5	2.4	5.1	na	na
306	10475	12-Aug-09	5	4	38	6.7	2.3	4.4	na	na
307	10475	12-Aug-09	5	5	38	11	2.4	8.6	na	na
308	10475	12-Aug-09	5	6	31	3.8	2.6	1.2	na	na
309	10475	12-Aug-09	5	7	28	3.3	2.4	0.9	na	na
310	10475	12-Aug-09	5	8	30	3.8	2.9	0.9	na	na
311	10475	12-Aug-09	5	9	29	3.6	2.4	1.2	na	na
312	10475	12-Aug-09	5	10	31	3.6	2.7	0.9	na	na
313	10475	12-Aug-09	5	11	29	3.3	2.3	1	na	na
314	10475	12-Aug-09	5	12	29	3.9	3.2	0.7	na	na
315	10475	12-Aug-09	5	13	28	3.5	2.6	0.9	na	na
316	10475	12-Aug-09	5	14	28	3.2	2.4	0.8	na	na
318	10475	12-Aug-09	5	16	37	6.3	2.7	3.6	na	na
319	10475	12-Aug-09	5	17	29	3.8	2.3	1.5	na	na
320	10475	12-Aug-09	5	18	37	6.2	2.8	3.4	na	na
321	10475	12-Aug-09	5	19	37	6.3	2.5	3.8	na	na
322	10475	12-Aug-09	5	20	39	7.8	2.3	5.5	na	na
323	10475	12-Aug-09	5	101	32	4.7	2.9	1.8	na	na
324	10475	12-Aug-09	5	102	30	4	2.3	1.7	na	na
393	10475	12-Aug-09	7	1	41	7	3.1	3.9	na	na
394	10475	12-Aug-09	7	2	41	6.7	2.8	3.9	na	na
395	10475	12-Aug-09	7	3	40	6.5	2.8	3.7	na	na
396	10475	12-Aug-09	7	4	40	7	2.8	4.2	na	na
397	10475	12-Aug-09	7	5	38	6.4	2.8	3.6	na	na
398	10475	12-Aug-09	7	6	28	3.7	2.8	0.9	na	na
399	10475	12-Aug-09	7	7	31	4	2.7	1.3	na	na
400	10475	12-Aug-09	7	8	31	3.8	2.8	1	na	na
401	10475	12-Aug-09	7	9	31	3.8	2.5	1.3	na	na
402	10475	12-Aug-09	7	10	30	3.6	2.6	1	na	na
403	10475	12-Aug-09	7	101	31	4.1	2	2.1	na	na
404	10475	12-Aug-09	7	102	31	4.4	2	2.4	na	na
405	10475	12-Aug-09	7	103	31	3.8	2	1.8	na	na
406	10475	12-Aug-09	7	104	31	4.3	2	2.3	na	na
407	10475	12-Aug-09	10	1	31	3.9	2.3	1.6	na	na
408	10475	12-Aug-09	10	101	37	5.8	2.2	3.6	na	na
409	10475	12-Aug-09	11	1	3	5.8	2.2	3.6	na	na
410	10475	12-Aug-09	11	2	38	6.8	2	4.8	na	na
411	10475	12-Aug-09	11	3	38	6.3	2.1	4.2	na	na
412	10475	12-Aug-09	11	4	38	6.8	2.3	4.5	na	na
413	10475	12-Aug-09	11	5	41	6.1	2.2	3.9	na	na
414	10475	12-Aug-09	11	6	39	6	2.2	3.8	na	na
416	10475	12-Aug-09	11	8	30	3.5	2.2	1.3	na	na
417	10475	12-Aug-09	11	9	30	3.3	2.2	1.1	na	na
418	10475	12-Aug-09	11	10	29	3.5	2.2	1.3	na	na
419	10475	12-Aug-09	11	11	29	3.4	2.2	1.2	na	na
430	10475	12-Aug-09	11	101	29	3.8	2	1.8	na	na
431	10475	12-Aug-09	11	102	29	3.7	2	1.7	na	na
420	10475	12-Aug-09	13	1	41	5.8	2.1	3.7	na	na
421	10475	12-Aug-09	13	2	40	6.6	2.2	4.4	na	na
422	10475	12-Aug-09	13	3	39	6.3	2.2	4.1	na	na
423	10475	12-Aug-09	13	4	38	5.5	2.1	3.4	na	na
424	10475	12-Aug-09	13	5	37	5.3	2.1	3.2	na	na
425	10475	12-Aug-09	13	6	30	3.3	2.1	1.2	na	na
426	10475	12-Aug-09	13	7	29	3.4	2.1	1.3	na	na
427	10475	12-Aug-09	13	8	30	3.5	2.2	1.3	na	na
428	10475	12-Aug-09	13	9	30	3.5	2.2	1.3	na	na
429	10475	12-Aug-09	13	10	28	3	2.1	0.9	na	na
432	10475	12-Aug-09	13	101	31	4	2	2	na	na
433	10475	12-Aug-09	13	102	29	3.4	2	1.4	na	na
434	10475	12-Aug-09	13	103	30	4	2	2	na	na
351	10475	12-Aug-09	16	1	38	8.7	3.5	5.2	na	na
352	10475	12-Aug-09	16	2	30	4.5	3.1	1.4	na	na
353	10475	12-Aug-09	16	3	37	6.7	3	3.7	na	na
354	10475	12-Aug-09	16	4	31	4.8	2.7	2.1	na	na
355	10475	12-Aug-09	16	5	31	3.6	2.5	1.1	na	na
356	10475	12-Aug-09	16	6	30	4	2.3	1.7	na	na
357	10475	12-Aug-09	16	7	31	3.9	2.7	1.2	na	na
358	10475	12-Aug-09	16	8	37	7.3	2.6	4.7	na	na
359	10475	12-Aug-09	16	9	28	3.6	2.5	1.1	na	na
360	10475	12-Aug-09	16	10	38	0	0	0	na	na
361	10475	12-Aug-09	16	101	30	4.1	2.3	1.8	na	na
325	10475	12-Aug-09	17	1	0	0	0	0	na	na
326	10475	12-Aug-09	17	2	41	5.9	2.8	3.1	na	na
327	10475	12-Aug-09	17	3	41	7.2	2.6	4.6	na	na
328	10475	12-Aug-09	17	4	41	6.7	2.4	4.3	na	na
329	10475	12-Aug-09	17	5	37	5.8	2.4	3.4	na	na
330	10475	12-Aug-09	17	6	39	7.5	2.2	5.3	na	na
331	10475	12-Aug-09	17	7	38	6.2	2.2	4	na	na
332	10475	12-Aug-09	17	8	0	0	0	0	na	na
333	10475	12-Aug-09	17	9	37	7.2	2.9	4.3	na	na
334	10475	12-Aug-09	17	10	37	6.3	2.3	4	na	na
335	10475	12-Aug-09	17	11	32	3.4	2.3	1.1	na	na
336	10475	12-Aug-09	17	12	31	3.4	2.3	1.1	na	na
337	10475	12-Aug-09	17	13	29	3.8	2.8	1	na	na
338	10475	12-Aug-09	17	14	30	3.5	2.5	1	na	na
339	10475	12-Aug-09	17	15	29	3.5	2.6	0.9	na	na
340	10475	12-Aug-09	17	16	29	3.8	3	0.8	na	na
341	10475	12-Aug-09	17	17	30	3.5	2.5	1	na	na
342	10475	12-Aug-09	17	18	29	3.5	2.3	1.2	na	na
343	10475	12-Aug-09	17	19	27	3.3	2.2	1.1	na	na
344	10475	12-Aug-09	17	20	28	3	2.3	0.7	na	na
345	10475	12-Aug-09	17	101	32	5.2	3.3	1.9	na	na
346	10475	12-Aug-09	17	102	31	4.7	3	1.7	na	na
347	10475	12-Aug-09	17	103	33	5	2.6	2.4	na	na
348	10475	12-Aug-09	17	104	31	5.6	3.8	1.8	na	na
349	10475	12-Aug-09	17	105	31	4.7	3	1.7	na	na
350	10475	12-Aug-09	17	106	30	4.9	2.8	2.1	na	na
317	10475	21-Aug-09	5	15	32	4.3	2.7	1.6	na	na
415	10475	21-Aug-09	11	7	38	6.6	2.2	4.4	na	na
662	10475	31-Aug-09	0	1	33	5.3	2.7	2.6	na	na
663	10475	31-Aug-09	0	2	33	4.1	2.1	2	na	na
664	10475	31-Aug-09	0	3	33	5.3	2.8	2.5	na	na
665	10475	31-Aug-09	0	4	32	5.4	2.5	2.9	na	na
666	10475	31-Aug-09	0	5	35	5.3	2.5	2.8	na	na
667	10475	31-Aug-09	0	6	33	5.7	3	2.7	na	na
668	10475	31-Aug-09	0	7	35	6	3.2	2.8	na	na
669	10475	31-Aug-09	0	8	35	5.8	3.2	2.6	na	na
670	10475	31-Aug-09	0	9	31	5.1	2.8	2.3	na	na
671	10475	31-Aug-09	0	10	31	4.8	2.6	2.2	na	na
672	10475	31-Aug-09	0	11	31	4.2	2	2.2	na	na
673	10475	31-Aug-09	0	12	31	4.4	2.3	2.1	na	na
674	10475	31-Aug-09	0	13	33	5.2	2.4	2.8	na	na
675	10475	31-Aug-09	0	14	33	5	2.2	2.8	na	na
676	10475	31-Aug-09	0	15	31	3.9	2.2	1.7	na	na
677	10475	31-Aug-09	0	16	31	4.4	2.1	2.3	na	na
678	10475	31-Aug-09	0	17	27	2.8	2.5	0.3	na	na
679	10475	31-Aug-09	0	18	34	5.4	2.3	3.1	na	na
680	10475	31-Aug-09	0	19	27	2.6	2.1	0.5	na	na
681	10475	31-Aug-09	0	20	28	2.4	2	0.4	na	na
682	10475	31-Aug-09	0	21	27	3	2.7	0.3	na	na
683	10475	31-Aug-09	0	22	28	3.3	2.5	0.8	na	na
684	10475	31-Aug-09	0	23	31	4.5	2.4	2.1	na	na
685	10475	31-Aug-09	0	24	41	8.1	1.9	6.2	na	na
686	10475	31-Aug-09	0	25	32	5	3.6	1.4	na	na
687	10475	31-Aug-09	0	26	27	3.2	2.9	0.3	na	na
688	10475	31-Aug-09	0	27	40	9.2	3	6.2	na	na
689	10475	31-Aug-09	0	28	35	5.4	2.7	2.7	na	na
690	10475	31-Aug-09	0	29	31	4.5	2.6	1.9	na	na
691	10475	31-Aug-09	0	30	35	5.2	2.5	2.7	na	na
692	10475	31-Aug-09	0	31	31	4.3	2.4	1.9	na	na
582	10475	31-Aug-09	1	1	37	6.9	2.3	4.6	na	na
583	10475	31-Aug-09	1	2	38	5.9	2.2	3.7	na	na
584	10475	31-Aug-09	1	3	40	6.8	2.1	4.7	na	released
585	10475	31-Aug-09	1	4	37	6.1	2	4.1	na	na
586	10475	31-Aug-09	1	5	36	6.5	2	4.5	na	na
587	10475	31-Aug-09	1	6	37	6.3	2.2	4.1	na	na
588	10475	31-Aug-09	1	7	36	5.5	2.2	3.3	na	na
589	10475	31-Aug-09	1	8	33	3.2	2.2	1	na	na
590	10475	31-Aug-09	1	9	35	4.7	3	1.7	na	na
591	10475	31-Aug-09	1	10	27	3	2.7	0.3	na	na
592	10475	31-Aug-09	1	11	32	3.7	2.5	1.2	na	na
593	10475	31-Aug-09	1	12	31	3.3	2.3	1	na	na
594	10475	31-Aug-09	1	13	30	3.2	2.2	1	na	na
595	10475	31-Aug-09	1	14	28	3	2.4	0.6	na	na
596	10475	31-Aug-09	1	15	30	3.2	2.2	1	na	na
597	10475	31-Aug-09	1	16	29	3	2.1	0.9	na	na
598	10475	31-Aug-09	1	17	29	3	2	1	na	na
599	10475	31-Aug-09	1	18	28	2.5	1.9	0.6	na	na
600	10475	31-Aug-09	1	19	27	2.7	1.9	0.8	na	na
601	10475	31-Aug-09	1	20	0	0	0	0	na	tadpole not found in cage
622	10475	31-Aug-09	5	1	39	8.1	2.5	5.6	na	released
623	10475	31-Aug-09	5	2	38	6.4	2.3	4.1	na	na
624	10475	31-Aug-09	5	3	37	6.4	2.5	3.9	na	na
625	10475	31-Aug-09	5	4	38	10.3	2.2	8.1	na	na
626	10475	31-Aug-09	5	5	38	8.4	2.4	6	na	na
627	10475	31-Aug-09	5	6	39	7.6	2.7	4.9	na	released
628	10475	31-Aug-09	5	7	36	6.1	2.4	3.7	na	na
629	10475	31-Aug-09	5	8	28	3.2	2.3	0.9	na	na
630	10475	31-Aug-09	5	9	31	3.4	2.3	1.1	na	na
631	10475	31-Aug-09	5	10	31	4.3	2.6	1.7	na	na
632	10475	31-Aug-09	5	11	29	3.9	2.6	1.3	na	na
633	10475	31-Aug-09	5	12	33	3.7	2.5	1.2	na	na
634	10475	31-Aug-09	5	13	28	3.4	2.3	1.1	na	na
635	10475	31-Aug-09	5	14	29	3.1	2.2	0.9	na	na
636	10475	31-Aug-09	5	15	28	2.9	2.1	0.8	na	na
637	10475	31-Aug-09	5	16	29	3.3	2	1.3	na	na
638	10475	31-Aug-09	5	17	28	3	2	1	na	na
639	10475	31-Aug-09	5	18	0	0	0	0	na	dead  one individual seen morbid on 31 Aug
640	10475	31-Aug-09	5	19	0	0	0	0	na	dead  skeleton found in enclosure
641	10475	31-Aug-09	5	20	0	0	0	0	na	dead  skeleton  founnd in enclosure
642	10475	31-Aug-09	7	1	37	6.5	2.7	3.8	na	na
643	10475	31-Aug-09	7	2	29	3.4	2.5	0.9	na	na
644	10475	31-Aug-09	7	3	31	3.5	2.2	1.3	na	na
645	10475	31-Aug-09	7	4	31	3.9	2.2	1.7	na	na
646	10475	31-Aug-09	7	5	31	4	2.2	1.8	na	na
647	10475	31-Aug-09	7	6	31	3.6	2	1.6	na	na
648	10475	31-Aug-09	7	7	31	4.5	3.3	1.2	na	na
649	10475	31-Aug-09	7	8	30	3.7	2.6	1.1	na	na
650	10475	31-Aug-09	7	9	31	3.7	2.4	1.3	na	na
651	10475	31-Aug-09	7	10	31	3.2	2.2	1	na	na
652	10475	31-Aug-09	11	1	37	6.8	2.6	4.2	na	na
653	10475	31-Aug-09	11	2	37	6.5	2.4	4.1	na	na
654	10475	31-Aug-09	11	3	36	6.6	2.4	4.2	na	na
655	10475	31-Aug-09	11	4	37	6.8	2.4	4.4	na	na
656	10475	31-Aug-09	11	5	31	4.3	3.1	1.2	na	accidental released
657	10475	31-Aug-09	11	6	30	3.7	2.6	1.1	na	na
658	10475	31-Aug-09	11	7	31	3.6	2.4	1.2	na	na
659	10475	31-Aug-09	11	8	29	3.4	2.2	1.2	na	na
660	10475	31-Aug-09	11	9	29	3.4	2.3	1.1	na	na
661	10475	31-Aug-09	11	10	28	3.3	2.2	1.1	na	na
602	10475	31-Aug-09	17	1	32	3.2	1.8	1.4	na	na
603	10475	31-Aug-09	17	2	37	6.7	2.5	4.2	na	na
604	10475	31-Aug-09	17	3	37	6.6	2.4	4.2	na	na
605	10475	31-Aug-09	17	4	39	7.2	3.5	3.7	na	released
606	10475	31-Aug-09	17	5	37	5.8	2.5	3.3	na	na
607	10475	31-Aug-09	17	6	0	4.2	2.5	1.7	na	na
608	10475	31-Aug-09	17	7	28	3.4	2.5	0.9	na	na
609	10475	31-Aug-09	17	8	31	3.5	2.3	1.2	na	na
610	10475	31-Aug-09	17	9	31	3.5	2.1	1.4	na	na
611	10475	31-Aug-09	17	10	29	3.2	2.1	1.1	na	na
612	10475	31-Aug-09	17	11	30	3.9	3	0.9	na	na
613	10475	31-Aug-09	17	12	29	3	2.6	0.4	na	na
614	10475	31-Aug-09	17	13	28	3.2	2.3	0.9	na	na
615	10475	31-Aug-09	17	14	31	3.5	2.1	1.4	na	na
616	10475	31-Aug-09	17	15	28	3	2	1	na	na
617	10475	31-Aug-09	17	16	29	3	2	1	na	na
618	10475	31-Aug-09	17	17	31	3.2	2	1.2	na	na
619	10475	31-Aug-09	17	18	31	3.1	2	1.1	na	na
620	10475	31-Aug-09	17	19	30	2.9	1.9	1	na	na
621	10475	31-Aug-09	17	20	0	0	0	0	na	accidentally released
950	10475	21-Sep-09	0	1	31	6	2.5	3.5	na	na
951	10475	21-Sep-09	0	2	34	5.5	2.5	3	na	na
952	10475	21-Sep-09	0	3	34	5.2	2.5	2.7	na	na
953	10475	21-Sep-09	0	4	38	9.7	2.4	7.3	na	na
954	10475	21-Sep-09	0	5	27	3.1	2.5	0.6	na	na
955	10475	21-Sep-09	0	6	28	3.7	2.3	1.4	na	na
956	10475	21-Sep-09	0	7	31	4.7	2.4	2.3	na	na
957	10475	21-Sep-09	0	8	27	3.7	2.3	1.4	na	na
958	10475	21-Sep-09	0	9	32	5.1	2.2	2.9	na	na
959	10475	21-Sep-09	0	10	31	4.7	2	2.7	na	na
960	10475	21-Sep-09	0	11	33	5.4	3	2.4	na	na
961	10475	21-Sep-09	0	12	26	2.9	2.5	0.4	na	na
962	10475	21-Sep-09	0	13	34	5.7	2.7	3	na	na
963	10475	21-Sep-09	0	14	26	2.6	2.5	0.1	na	na
964	10475	21-Sep-09	0	15	34	5.4	2.1	3.3	na	na
965	10475	21-Sep-09	0	16	34	5.5	2	3.5	na	na
966	10475	21-Sep-09	0	17	31	5	2	3	na	na
967	10475	21-Sep-09	0	18	31	5.3	2.4	2.9	na	na
968	10475	21-Sep-09	0	19	26	2.9	2.4	0.5	na	na
969	10475	21-Sep-09	0	20	34	5.5	2.3	3.2	na	na
970	10475	21-Sep-09	0	21	29	5.2	2.2	3	na	na
971	10475	21-Sep-09	0	22	33	5	2.3	2.7	na	na
972	10475	21-Sep-09	0	23	33	5.6	2.2	3.4	na	na
973	10475	21-Sep-09	0	24	31	5.3	2.2	3.1	na	na
974	10475	21-Sep-09	0	25	38	9.4	2.3	7.1	na	na
975	10475	21-Sep-09	0	26	31	5.5	2.4	3.1	na	na
976	10475	21-Sep-09	0	27	39	6	2.4	3.6	na	na
977	10475	21-Sep-09	0	28	31	4.7	2.3	2.4	na	na
978	10475	21-Sep-09	0	29	31	4.6	2.2	2.4	na	na
979	10475	21-Sep-09	0	30	31	4.6	2.4	2.2	na	na
824	10475	21-Sep-09	1	1	40	6.2	1.7	4.5	na	na
825	10475	21-Sep-09	1	2	39	6.1	1.8	4.3	na	na
826	10475	21-Sep-09	1	3	38	5	1.7	3.3	na	na
827	10475	21-Sep-09	1	4	38	5.7	1.8	3.9	na	na
828	10475	21-Sep-09	1	5	38	5.4	1.8	3.6	na	na
829	10475	21-Sep-09	1	6	33	3.6	2	1.6	na	na
830	10475	21-Sep-09	1	7	31	3.2	2	1.2	na	na
831	10475	21-Sep-09	1	8	33	3.7	1.9	1.8	na	na
832	10475	21-Sep-09	1	9	28	2.4	2	0.4	na	na
833	10475	21-Sep-09	1	10	36	3.3	2	1.3	na	na
834	10475	21-Sep-09	1	11	28	2.8	1.9	0.9	na	na
835	10475	21-Sep-09	1	12	28	2.7	2	0.7	na	na
836	10475	21-Sep-09	1	13	30	2.8	1.9	0.9	na	na
837	10475	21-Sep-09	1	14	28	2.7	1.9	0.8	na	na
838	10475	21-Sep-09	1	15	29	2.8	1.9	0.9	na	na
839	10475	21-Sep-09	1	16	28	2.5	1.9	0.6	na	na
840	10475	21-Sep-09	1	17	28	2.5	1.9	0.6	na	na
868	10475	21-Sep-09	1	18	0	0	0	0	na	not found
869	10475	21-Sep-09	1	19	0	0	0	0	na	not found
870	10475	21-Sep-09	1	20	0	0	0	0	na	not found
896	10475	21-Sep-09	2	1	37	6.7	2.7	4	na	na
897	10475	21-Sep-09	2	2	36	5.1	2.5	2.6	na	na
898	10475	21-Sep-09	2	3	37	5.7	2.2	3.5	na	na
899	10475	21-Sep-09	2	4	31	2.9	2.1	0.8	na	na
900	10475	21-Sep-09	2	5	29	3.2	2	1.2	na	na
901	10475	21-Sep-09	2	6	30	4	3	1	na	na
902	10475	21-Sep-09	2	7	30	3.7	2.5	1.2	na	na
903	10475	21-Sep-09	2	8	30	3.4	2.5	0.9	na	na
904	10475	21-Sep-09	2	9	31	3.6	2.2	1.4	na	na
905	10475	21-Sep-09	2	10	30	3.2	2.1	1.1	na	na
906	10475	21-Sep-09	2	11	31	3.6	2.5	1.1	na	na
907	10475	21-Sep-09	2	12	30	3.7	2.4	1.3	na	na
908	10475	21-Sep-09	2	13	34	3.5	2.3	1.2	na	na
909	10475	21-Sep-09	2	14	29	3.1	2.1	1	na	na
910	10475	21-Sep-09	2	15	30	3	1.9	1.1	na	na
911	10475	21-Sep-09	2	16	29	3.6	2.7	0.9	na	na
912	10475	21-Sep-09	2	17	31	3.7	2.5	1.2	na	na
913	10475	21-Sep-09	2	18	29	3.1	2.4	0.7	na	na
914	10475	21-Sep-09	2	19	31	3.4	2.1	1.3	na	na
915	10475	21-Sep-09	2	20	28	3	2.1	0.9	na	na
841	10475	21-Sep-09	3	1	32	3.8	1.9	1.9	na	na
842	10475	21-Sep-09	3	2	31	3.5	1.9	1.6	na	na
822	10475	21-Sep-09	4	1	34	4.2	1.6	2.6	na	na
823	10475	21-Sep-09	4	2	33	3.9	1.8	2.1	na	na
843	10475	21-Sep-09	5	1	40	9.6	1.8	7.8	na	na
844	10475	21-Sep-09	5	2	40	6.9	1.8	5.1	na	na
845	10475	21-Sep-09	5	3	38	5.9	1.8	4.1	na	na
846	10475	21-Sep-09	5	4	37	5.6	1.8	3.8	na	na
847	10475	21-Sep-09	5	5	37	5.4	2	3.4	na	na
848	10475	21-Sep-09	5	6	31	3.3	2	1.3	na	na
849	10475	21-Sep-09	5	7	31	3.6	2	1.6	na	na
850	10475	21-Sep-09	5	8	31	3.7	1.9	1.8	na	na
851	10475	21-Sep-09	5	9	36	4.1	2	2.1	na	na
852	10475	21-Sep-09	5	10	31	3.6	2.1	1.5	na	na
853	10475	21-Sep-09	5	11	31	3.8	2.1	1.7	na	na
854	10475	21-Sep-09	5	12	29	3.3	2.1	1.2	na	na
855	10475	21-Sep-09	5	13	28	3.2	2	1.2	na	na
856	10475	21-Sep-09	5	14	28	2.8	2	0.8	na	na
857	10475	21-Sep-09	5	15	29	3.2	2	1.2	na	na
858	10475	21-Sep-09	5	16	28	2.9	1.9	1	na	na
859	10475	21-Sep-09	5	17	29	2.9	1.9	1	na	na
860	10475	21-Sep-09	5	18	30	3.2	1.9	1.3	na	na
861	10475	21-Sep-09	5	19	29	3	1.9	1.1	na	na
862	10475	21-Sep-09	5	20	28	2.7	1.8	0.9	na	na
920	10475	21-Sep-09	7	1	37	6.2	2.6	3.6	na	na
921	10475	21-Sep-09	7	2	32	3.8	2.5	1.3	na	na
922	10475	21-Sep-09	7	3	31	3.6	2.4	1.2	na	na
923	10475	21-Sep-09	7	4	31	4	2.8	1.2	na	na
924	10475	21-Sep-09	7	5	31	4	2.5	1.5	na	na
925	10475	21-Sep-09	7	6	32	3.7	2.2	1.5	na	na
926	10475	21-Sep-09	7	7	30	3.8	2.6	1.2	na	na
927	10475	21-Sep-09	7	8	31	3.5	2.4	1.1	na	na
928	10475	21-Sep-09	7	9	31	3.4	2.2	1.2	na	na
929	10475	21-Sep-09	7	10	28	3.1	2	1.1	na	na
916	10475	21-Sep-09	10	1	31	3.9	2.2	1.7	na	na
917	10475	21-Sep-09	10	2	37	6	2.1	3.9	na	na
930	10475	21-Sep-09	11	1	37	7	3.2	3.8	na	na
931	10475	21-Sep-09	11	2	29	3.9	2.8	1.1	na	na
932	10475	21-Sep-09	11	3	29	0	0	0	na	no weights recorded
933	10475	21-Sep-09	11	4	37	6.5	2.6	3.9	na	na
934	10475	21-Sep-09	11	5	31	3.7	2.5	1.2	na	na
935	10475	21-Sep-09	11	6	29	3.4	2.4	1	na	na
936	10475	21-Sep-09	11	7	31	3.4	2.2	1.2	na	na
937	10475	21-Sep-09	11	8	37	6.4	2.1	4.3	na	na
938	10475	21-Sep-09	11	9	38	6.5	2.2	4.3	na	na
939	10475	21-Sep-09	11	10	0	0	0	0	na	not found in enclosure
940	10475	21-Sep-09	13	1	32	0	0	0	na	no weight taken
941	10475	21-Sep-09	13	2	27	4	3	1	na	na
942	10475	21-Sep-09	13	3	28	4.2	3	1.2	na	na
943	10475	21-Sep-09	13	4	31	4	2.7	1.3	na	na
944	10475	21-Sep-09	13	5	29	3.4	2.6	0.8	na	na
945	10475	21-Sep-09	13	6	31	4.1	2.4	1.7	na	na
946	10475	21-Sep-09	13	7	29	3.3	2.4	0.9	na	na
947	10475	21-Sep-09	13	8	31	4	2.8	1.2	na	na
948	10475	21-Sep-09	13	9	36	5.4	2.6	2.8	na	na
949	10475	21-Sep-09	13	10	37	6.1	2.6	3.5	na	na
918	10475	21-Sep-09	15	1	31	4.4	3	1.4	na	na
919	10475	21-Sep-09	15	2	37	6.2	2.6	3.6	na	na
886	10475	21-Sep-09	16	1	38	6	2	4	na	na
887	10475	21-Sep-09	16	2	38	5.5	2	3.5	na	na
888	10475	21-Sep-09	16	3	31	3.8	2	1.8	na	na
889	10475	21-Sep-09	16	4	30	3.3	2.1	1.2	na	na
890	10475	21-Sep-09	16	5	33	3.8	2	1.8	na	na
891	10475	21-Sep-09	16	6	30	3.1	2	1.1	na	na
892	10475	21-Sep-09	16	7	31	3.1	2	1.1	na	na
893	10475	21-Sep-09	16	8	29	3	2	1	na	na
894	10475	21-Sep-09	16	9	30	3	2.1	0.9	na	na
895	10475	21-Sep-09	16	10	30	3.1	2.1	1	na	na
863	10475	21-Sep-09	17	1	37	5.8	1.9	3.9	na	na
864	10475	21-Sep-09	17	2	38	6	2	4	na	na
865	10475	21-Sep-09	17	3	37	5	2.1	2.9	na	na
866	10475	21-Sep-09	17	4	32	3.8	2.1	1.7	na	na
867	10475	21-Sep-09	17	5	33	0	0	0	na	accidental released
871	10475	21-Sep-09	17	6	34	3.9	2	1.9	na	na
872	10475	21-Sep-09	17	7	31	3.3	2.1	1.2	na	na
873	10475	21-Sep-09	17	8	31	3.2	2	1.2	na	na
874	10475	21-Sep-09	17	9	29	3	1.8	1.2	na	na
875	10475	21-Sep-09	17	10	29	2.9	2.1	0.8	na	na
876	10475	21-Sep-09	17	11	29	3	2.1	0.9	na	na
877	10475	21-Sep-09	17	12	29	3	2	1	na	na
878	10475	21-Sep-09	17	13	28	3	2	1	na	na
879	10475	21-Sep-09	17	14	29	3.3	2.1	1.2	na	na
880	10475	21-Sep-09	17	15	29	2.7	2.3	0.4	na	na
881	10475	21-Sep-09	17	16	28	3	2.1	0.9	na	na
882	10475	21-Sep-09	17	17	28	2.7	2	0.7	na	na
883	10475	21-Sep-09	17	18	30	3.4	2	1.4	na	na
884	10475	21-Sep-09	17	19	0	0	0	0	na	not found in enclosure
885	10475	21-Sep-09	17	20	0	0	0	0	na	not found in enclosure
